station,valid,lon,lat,elevation,tmpf,relh,feel,drct,sped,p01m,p01i,gust_mph,skyc1,skyc2,skyc3,skyl1,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,snowdepth
NYC,2025-01-29 18:51,-73.9693,40.7790,27.00,51.00,29.18,51.00,280.00,13.80,0.00,0.00,24.15,SCT,null,null,8000.00,null,null,null,null
NYC,2025-01-29 19:51,-73.9693,40.7790,27.00,50.00,26.63,50.00,280.00,14.95,0.00,0.00,35.65,BKN,null,null,7500.00,null,null,null,null
NYC,2025-01-29 20:51,-73.9693,40.7790,27.00,48.00,35.53,41.27,290.00,18.40,0.00,0.00,33.35,BKN,BKN,null,7500.00,null,null,null,null
NYC,2025-01-29 21:51,-73.9693,40.7790,27.00,47.00,35.36,41.09,280.00,13.80,0.00,0.00,34.50,FEW,SCT,null,6000.00,null,null,null,null
NYC,2025-01-29 22:51,-73.9693,40.7790,27.00,44.00,41.34,38.44,290.00,10.35,0.00,0.00,18.40,SCT,null,null,6500.00,null,null,null,null
NYC,2025-01-29 23:51,-73.9693,40.7790,27.00,44.00,31.97,37.27,280.00,13.80,0.00,0.00,27.60,OVC,null,null,7500.00,null,null,null,null
NYC,2025-01-30 00:51,-73.9693,40.7790,27.00,40.00,37.30,32.58,310.00,12.65,0.00,0.00,27.60,FEW,SCT,null,7500.00,null,null,null,null
NYC,2025-01-30 01:51,-73.9693,40.7790,27.00,38.00,38.61,30.97,290.00,10.35,0.00,0.00,26.45,CLR,null,null,null,null,null,null,null
NYC,2025-01-30 02:51,-73.9693,40.7790,27.00,37.00,36.79,28.79,300.00,12.65,0.00,0.00,27.60,SCT,null,null,6500.00,null,null,null,null
NYC,2025-01-30 03:51,-73.9693,40.7790,27.00,34.00,43.30,null,null,null,0.00,0.00,null,FEW,null,null,6000.00,null,null,null,null
NYC,2025-01-30 04:51,-73.9693,40.7790,27.00,32.00,42.96,22.00,300.00,13.80,0.00,0.00,27.60,CLR,null,null,null,null,null,null,null
NYC,2025-01-30 05:51,-73.9693,40.7790,27.00,30.00,42.62,null,null,null,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-01-30 06:51,-73.9693,40.7790,27.00,30.00,38.96,21.65,310.00,9.20,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-01-30 07:51,-73.9693,40.7790,27.00,29.00,37.06,19.21,300.00,11.50,0.00,0.00,20.70,CLR,null,null,null,null,null,null,null
NYC,2025-01-30 08:51,-73.9693,40.7790,27.00,27.00,36.72,17.30,300.00,10.35,0.00,0.00,33.35,CLR,null,null,null,null,null,null,null
NYC,2025-01-30 09:51,-73.9693,40.7790,27.00,27.00,36.72,16.15,300.00,12.65,0.00,0.00,19.55,CLR,null,null,null,null,null,null,null
NYC,2025-01-30 10:51,-73.9693,40.7790,27.00,26.00,36.54,17.47,290.00,8.05,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-01-30 11:51,-73.9693,40.7790,27.00,25.00,39.89,null,null,null,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-01-30 12:51,-73.9693,40.7790,27.00,25.00,39.89,16.25,310.00,8.05,0.00,0.00,17.25,CLR,null,null,null,null,null,null,null
NYC,2025-01-30 13:51,-73.9693,40.7790,27.00,26.00,38.27,16.05,310.00,10.35,0.00,0.00,19.55,CLR,null,null,null,null,null,null,null
NYC,2025-01-30 14:51,-73.9693,40.7790,27.00,27.00,36.72,18.68,300.00,8.05,0.00,0.00,17.25,CLR,null,null,null,null,null,null,null
NYC,2025-01-30 15:51,-73.9693,40.7790,27.00,29.00,35.41,21.92,null,6.90,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-01-30 16:51,-73.9693,40.7790,27.00,31.00,34.17,25.21,null,5.75,0.00,0.00,19.55,CLR,null,null,null,null,null,null,null
NYC,2025-01-30 17:51,-73.9693,40.7790,27.00,33.00,31.52,26.73,260.00,6.90,0.00,0.00,17.25,CLR,null,null,null,null,null,null,null
NYC,2025-01-30 18:51,-73.9693,40.7790,27.00,34.00,30.28,27.22,280.00,8.05,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-01-30 19:51,-73.9693,40.7790,27.00,35.00,30.45,29.14,250.00,6.90,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-01-30 20:51,-73.9693,40.7790,27.00,36.00,29.27,33.26,null,3.45,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-01-30 21:51,-73.9693,40.7790,27.00,35.00,31.86,null,null,null,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-01-30 22:51,-73.9693,40.7790,27.00,35.00,33.33,35.00,0.00,0.00,0.00,0.00,null,FEW,null,null,8500.00,null,null,null,null
NYC,2025-01-30 23:51,-73.9693,40.7790,27.00,36.00,32.03,32.09,null,4.60,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-01-31 00:51,-73.9693,40.7790,27.00,36.00,33.50,36.00,0.00,0.00,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-01-31 01:51,-73.9693,40.7790,27.00,37.00,35.20,33.26,150.00,4.60,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-01-31 02:51,-73.9693,40.7790,27.00,36.00,54.08,null,null,null,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-01-31 03:51,-73.9693,40.7790,27.00,37.00,56.57,32.33,null,5.75,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-01-31 04:51,-73.9693,40.7790,27.00,38.00,61.64,32.76,null,6.90,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-01-31 05:51,-73.9693,40.7790,27.00,39.00,67.06,33.31,170.00,8.05,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-01-31 06:51,-73.9693,40.7790,27.00,40.00,69.97,37.83,null,3.45,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-01-31 07:51,-73.9693,40.7790,27.00,40.00,72.85,35.90,null,5.75,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-01-31 08:51,-73.9693,40.7790,27.00,38.00,75.65,38.00,0.00,0.00,0.00,0.00,null,BKN,null,null,10000.00,null,null,null,null
NYC,2025-01-31 09:49,-73.9693,40.7790,27.00,37.40,74.98,32.81,300.00,5.75,T,T,null,BKN,BKN,OVC,1800.00,null,null,null,null
NYC,2025-01-31 09:51,-73.9693,40.7790,27.00,38.00,75.65,34.43,300.00,4.60,T,T,null,BKN,BKN,OVC,1800.00,null,null,null,null
NYC,2025-01-31 10:31,-73.9693,40.7790,27.00,38.00,82.00,38.00,0.00,0.00,0.76,0.03,null,BKN,OVC,null,1400.00,null,null,null,null
NYC,2025-01-31 10:41,-73.9693,40.7790,27.00,39.00,82.08,39.00,0.00,0.00,0.76,0.03,null,SCT,OVC,null,1300.00,null,null,null,null
NYC,2025-01-31 10:51,-73.9693,40.7790,27.00,39.00,82.08,36.69,310.00,3.45,0.76,0.03,null,FEW,OVC,null,1200.00,null,null,null,null
NYC,2025-01-31 11:51,-73.9693,40.7790,27.00,39.00,85.42,36.69,280.00,3.45,T,T,null,SCT,SCT,null,1000.00,null,null,null,null
NYC,2025-01-31 12:51,-73.9693,40.7790,27.00,39.00,85.42,39.00,0.00,0.00,0.00,0.00,null,OVC,null,null,5500.00,null,null,null,null
NYC,2025-01-31 13:19,-73.9693,40.7790,27.00,42.00,82.30,42.00,0.00,0.00,T,T,null,BKN,BKN,OVC,1200.00,null,null,null,null
NYC,2025-01-31 13:33,-73.9693,40.7790,27.00,43.00,82.37,43.00,0.00,0.00,0.25,0.01,null,SCT,OVC,null,1300.00,null,null,null,null
NYC,2025-01-31 13:51,-73.9693,40.7790,27.00,42.00,85.60,42.00,0.00,0.00,0.25,0.01,null,FEW,BKN,OVC,1300.00,null,null,null,null
NYC,2025-01-31 14:51,-73.9693,40.7790,27.00,43.00,85.66,43.00,0.00,0.00,T,T,null,BKN,OVC,null,1900.00,null,null,null,null
NYC,2025-01-31 15:39,-73.9693,40.7790,27.00,44.00,82.44,42.41,240.00,3.45,0.00,0.00,null,BKN,OVC,null,1400.00,null,null,null,null
NYC,2025-01-31 15:51,-73.9693,40.7790,27.00,44.00,82.44,41.43,null,4.60,0.00,0.00,null,BKN,OVC,null,1400.00,null,null,null,null
NYC,2025-01-31 16:51,-73.9693,40.7790,27.00,45.00,79.36,41.83,230.00,5.75,0.00,0.00,null,BKN,OVC,null,1100.00,null,null,null,null
NYC,2025-01-31 17:44,-73.9693,40.7790,27.00,43.00,82.37,40.27,320.00,4.60,0.00,0.00,null,OVC,null,null,900.00,null,null,null,null
NYC,2025-01-31 17:51,-73.9693,40.7790,27.00,43.00,82.37,41.26,310.00,3.45,0.00,0.00,null,OVC,null,null,900.00,null,null,null,null
NYC,2025-01-31 18:16,-73.9693,40.7790,27.00,44.00,79.27,44.00,0.00,0.00,0.00,0.00,null,OVC,null,null,1000.00,null,null,null,null
NYC,2025-01-31 18:51,-73.9693,40.7790,27.00,44.00,82.44,40.65,250.00,5.75,0.00,0.00,null,BKN,OVC,null,1100.00,null,null,null,null
NYC,2025-01-31 19:11,-73.9693,40.7790,27.00,44.00,82.44,42.41,null,3.45,T,T,null,SCT,BKN,OVC,1200.00,null,null,null,null
NYC,2025-01-31 19:49,-73.9693,40.7790,27.00,44.60,81.20,null,null,null,T,T,null,SCT,BKN,OVC,1200.00,null,null,null,null
NYC,2025-01-31 19:51,-73.9693,40.7790,27.00,45.00,79.36,null,null,null,T,T,null,SCT,BKN,OVC,1200.00,null,null,null,null
NYC,2025-01-31 20:07,-73.9693,40.7790,27.00,44.00,85.71,39.41,230.00,8.05,T,T,null,BKN,OVC,null,1200.00,null,null,null,null
NYC,2025-01-31 20:17,-73.9693,40.7790,27.00,44.00,85.71,44.00,0.00,0.00,T,T,null,BKN,OVC,null,1100.00,null,null,null,null
NYC,2025-01-31 20:48,-73.9693,40.7790,27.00,44.60,81.20,44.60,0.00,0.00,T,T,null,FEW,BKN,OVC,1100.00,null,null,null,null
NYC,2025-01-31 20:51,-73.9693,40.7790,27.00,45.00,82.51,45.00,0.00,0.00,T,T,null,FEW,BKN,OVC,1100.00,null,null,null,null
NYC,2025-01-31 21:15,-73.9693,40.7790,27.00,44.00,85.71,44.00,0.00,0.00,0.00,0.00,null,BKN,OVC,null,1400.00,null,null,null,null
NYC,2025-01-31 21:51,-73.9693,40.7790,27.00,45.00,85.77,41.83,190.00,5.75,T,T,null,BKN,OVC,null,1000.00,null,null,null,null
NYC,2025-01-31 22:51,-73.9693,40.7790,27.00,46.00,85.83,44.69,null,3.45,1.27,0.05,null,OVC,null,null,1000.00,null,null,null,null
NYC,2025-01-31 23:35,-73.9693,40.7790,27.00,45.00,89.15,null,null,null,0.25,0.01,null,OVC,null,null,900.00,null,null,null,null
NYC,2025-01-31 23:51,-73.9693,40.7790,27.00,46.00,89.20,44.69,230.00,3.45,0.51,0.02,null,OVC,null,null,900.00,null,null,null,null
NYC,2025-02-01 00:51,-73.9693,40.7790,27.00,46.00,89.20,46.00,0.00,0.00,0.25,0.01,null,OVC,null,null,800.00,null,null,null,null
NYC,2025-02-01 01:42,-73.9693,40.7790,27.00,45.00,92.65,42.60,null,4.60,T,T,null,OVC,null,null,500.00,null,null,null,null
NYC,2025-02-01 01:49,-73.9693,40.7790,27.00,44.60,93.35,43.09,null,3.45,T,T,null,OVC,null,null,500.00,null,null,null,null
NYC,2025-02-01 01:51,-73.9693,40.7790,27.00,46.00,89.20,null,null,null,T,T,null,OVC,null,null,500.00,null,null,null,null
NYC,2025-02-01 02:51,-73.9693,40.7790,27.00,47.00,85.89,44.21,260.00,5.75,0.25,0.01,null,OVC,null,null,700.00,null,null,null,null
NYC,2025-02-01 03:12,-73.9693,40.7790,27.00,46.00,92.68,41.84,230.00,8.05,0.51,0.02,null,BKN,OVC,null,700.00,null,null,null,null
NYC,2025-02-01 03:27,-73.9693,40.7790,27.00,47.00,89.24,45.84,null,3.45,0.76,0.03,null,BKN,BKN,OVC,600.00,null,null,null,null
NYC,2025-02-01 03:39,-73.9693,40.7790,27.00,47.00,89.24,44.94,null,4.60,0.76,0.03,null,SCT,BKN,OVC,600.00,null,null,null,null
NYC,2025-02-01 03:51,-73.9693,40.7790,27.00,47.00,89.24,null,null,null,0.76,0.03,null,SCT,BKN,OVC,700.00,null,null,null,null
NYC,2025-02-01 04:46,-73.9693,40.7790,27.00,46.40,93.40,42.33,230.00,8.05,0.00,0.00,null,BKN,OVC,null,900.00,null,null,null,null
NYC,2025-02-01 04:51,-73.9693,40.7790,27.00,48.00,85.95,44.28,230.00,8.05,0.00,0.00,null,BKN,BKN,OVC,900.00,null,null,null,null
NYC,2025-02-01 05:51,-73.9693,40.7790,27.00,47.00,89.24,43.60,290.00,6.90,0.00,0.00,null,OVC,null,null,500.00,null,null,null,null
NYC,2025-02-01 06:22,-73.9693,40.7790,27.00,43.00,92.58,39.46,50.00,5.75,0.00,0.00,null,OVC,null,null,400.00,null,null,null,null
NYC,2025-02-01 06:51,-73.9693,40.7790,27.00,42.00,89.01,40.12,40.00,3.45,0.00,0.00,null,OVC,null,null,600.00,null,null,null,null
NYC,2025-02-01 07:30,-73.9693,40.7790,27.00,43.00,89.06,38.78,310.00,6.90,0.00,0.00,null,SCT,OVC,null,900.00,null,null,null,null
NYC,2025-02-01 07:51,-73.9693,40.7790,27.00,43.00,85.66,40.27,300.00,4.60,0.00,0.00,null,SCT,OVC,null,1900.00,null,null,null,null
NYC,2025-02-01 08:30,-73.9693,40.7790,27.00,43.00,85.66,43.00,0.00,0.00,0.00,0.00,null,SCT,OVC,null,3200.00,null,null,null,null
NYC,2025-02-01 08:49,-73.9693,40.7790,27.00,42.80,81.07,39.22,null,5.75,0.00,0.00,null,BKN,OVC,null,1700.00,null,null,null,null
NYC,2025-02-01 08:51,-73.9693,40.7790,27.00,43.00,79.19,38.78,null,6.90,0.00,0.00,null,BKN,OVC,null,1700.00,null,null,null,null
NYC,2025-02-01 09:10,-73.9693,40.7790,27.00,41.00,82.22,35.20,30.00,9.20,0.00,0.00,null,BKN,OVC,null,1100.00,null,null,null,null
NYC,2025-02-01 09:21,-73.9693,40.7790,27.00,40.00,82.15,34.53,10.00,8.05,0.00,0.00,null,BKN,OVC,null,900.00,null,null,null,null
NYC,2025-02-01 09:29,-73.9693,40.7790,27.00,40.00,82.15,33.46,40.00,10.35,0.00,0.00,17.25,OVC,null,null,1100.00,null,null,null,null
NYC,2025-02-01 09:51,-73.9693,40.7790,27.00,39.00,78.86,30.91,10.00,13.80,0.00,0.00,23.00,OVC,null,null,1200.00,null,null,null,null
NYC,2025-02-01 10:27,-73.9693,40.7790,27.00,39.00,78.86,null,null,null,0.00,0.00,null,OVC,null,null,1500.00,null,null,null,null
NYC,2025-02-01 10:51,-73.9693,40.7790,27.00,38.00,78.77,30.97,330.00,10.35,0.00,0.00,17.25,OVC,null,null,1900.00,null,null,null,null
NYC,2025-02-01 11:51,-73.9693,40.7790,27.00,37.00,75.56,null,null,null,T,T,null,OVC,null,null,1800.00,null,null,null,null
NYC,2025-02-01 12:51,-73.9693,40.7790,27.00,37.00,72.54,32.33,null,5.75,0.00,0.00,19.55,OVC,null,null,1700.00,null,null,null,null
NYC,2025-02-01 13:51,-73.9693,40.7790,27.00,35.00,72.32,30.92,null,4.60,0.00,0.00,20.70,OVC,null,null,2300.00,null,null,null,null
NYC,2025-02-01 14:23,-73.9693,40.7790,27.00,35.00,53.93,29.14,null,6.90,0.00,0.00,24.15,FEW,BKN,OVC,2200.00,null,null,null,null
NYC,2025-02-01 14:51,-73.9693,40.7790,27.00,35.00,53.93,29.14,null,6.90,0.00,0.00,18.40,OVC,null,null,3700.00,null,null,null,null
NYC,2025-02-01 15:51,-73.9693,40.7790,27.00,34.00,51.52,26.00,300.00,10.35,0.00,0.00,21.85,OVC,null,null,4100.00,null,null,null,null
NYC,2025-02-01 16:51,-73.9693,40.7790,27.00,35.00,45.40,null,null,null,0.00,0.00,null,BKN,null,null,4300.00,null,null,null,null
NYC,2025-02-01 17:51,-73.9693,40.7790,27.00,37.00,38.44,30.87,320.00,8.05,0.00,0.00,17.25,SCT,null,null,4800.00,null,null,null,null
NYC,2025-02-01 18:51,-73.9693,40.7790,27.00,35.00,34.86,null,null,null,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-02-01 19:51,-73.9693,40.7790,27.00,35.00,31.86,28.44,300.00,8.05,0.00,0.00,16.10,CLR,null,null,null,null,null,null,null
NYC,2025-02-01 20:51,-73.9693,40.7790,27.00,34.00,30.28,27.22,300.00,8.05,0.00,0.00,17.25,CLR,null,null,null,null,null,null,null
NYC,2025-02-01 21:51,-73.9693,40.7790,27.00,32.00,29.94,26.40,null,5.75,0.00,0.00,17.25,CLR,null,null,null,null,null,null,null
NYC,2025-02-01 22:51,-73.9693,40.7790,27.00,31.00,24.70,21.20,300.00,12.65,0.00,0.00,23.00,CLR,null,null,null,null,null,null,null
NYC,2025-02-01 23:51,-73.9693,40.7790,27.00,30.00,23.40,20.46,340.00,11.50,0.00,0.00,21.85,CLR,null,null,null,null,null,null,null
NYC,2025-02-02 00:51,-73.9693,40.7790,27.00,28.00,25.39,18.54,350.00,10.35,0.00,0.00,19.55,CLR,null,null,null,null,null,null,null
NYC,2025-02-02 01:51,-73.9693,40.7790,27.00,26.00,27.58,20.41,null,4.60,0.00,0.00,17.25,CLR,null,null,null,null,null,null,null
NYC,2025-02-02 02:51,-73.9693,40.7790,27.00,24.00,43.54,14.26,10.00,9.20,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-02-02 03:51,-73.9693,40.7790,27.00,23.00,45.41,14.69,null,6.90,0.00,0.00,16.10,CLR,null,null,null,null,null,null,null
NYC,2025-02-02 04:51,-73.9693,40.7790,27.00,22.00,47.36,12.59,40.00,8.05,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-02-02 05:51,-73.9693,40.7790,27.00,20.00,49.24,7.92,40.00,11.50,0.00,0.00,20.70,CLR,null,null,null,null,null,null,null
NYC,2025-02-02 06:51,-73.9693,40.7790,27.00,19.00,44.72,6.67,40.00,11.50,0.00,0.00,23.00,CLR,null,null,null,null,null,null,null
NYC,2025-02-02 07:51,-73.9693,40.7790,27.00,18.00,46.68,6.11,50.00,10.35,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-02-02 08:51,-73.9693,40.7790,27.00,17.00,48.74,4.16,40.00,11.50,0.00,0.00,18.40,CLR,null,null,null,null,null,null,null
NYC,2025-02-02 09:51,-73.9693,40.7790,27.00,18.00,46.68,8.67,50.00,6.90,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-02-02 10:51,-73.9693,40.7790,27.00,18.00,48.91,7.71,40.00,8.05,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-02-02 11:51,-73.9693,40.7790,27.00,18.00,53.64,7.71,60.00,8.05,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-02-02 12:51,-73.9693,40.7790,27.00,18.00,58.79,8.67,null,6.90,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-02-02 13:51,-73.9693,40.7790,27.00,19.00,58.94,8.93,50.00,8.05,0.00,0.00,null,SCT,null,null,2400.00,null,null,null,null
NYC,2025-02-02 14:49,-73.9693,40.7790,27.00,21.20,57.69,12.52,null,6.90,0.00,0.00,null,BKN,null,null,2600.00,null,null,null,null
NYC,2025-02-02 14:51,-73.9693,40.7790,27.00,22.00,56.78,13.49,60.00,6.90,0.00,0.00,null,BKN,null,null,2600.00,null,null,null,null
NYC,2025-02-02 15:49,-73.9693,40.7790,27.00,24.80,53.75,16.86,30.00,6.90,0.00,0.00,null,SCT,null,null,2500.00,null,null,null,null
NYC,2025-02-02 15:51,-73.9693,40.7790,27.00,24.00,57.08,15.03,50.00,8.05,0.00,0.00,null,SCT,null,null,2500.00,null,null,null,null
NYC,2025-02-02 16:51,-73.9693,40.7790,27.00,24.00,62.36,18.08,100.00,4.60,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-02-02 17:51,-73.9693,40.7790,27.00,27.00,57.53,17.95,60.00,9.20,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-02-02 18:51,-73.9693,40.7790,27.00,28.00,57.68,null,null,null,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-02-02 19:51,-73.9693,40.7790,27.00,29.00,57.83,23.92,null,4.60,0.00,0.00,null,OVC,null,null,3600.00,null,null,null,null
NYC,2025-02-02 20:51,-73.9693,40.7790,27.00,28.00,65.69,22.75,null,4.60,0.00,0.00,null,FEW,OVC,null,2700.00,null,null,null,null
NYC,2025-02-02 21:37,-73.9693,40.7790,27.00,28.00,68.57,19.90,50.00,8.05,0.00,0.00,null,BKN,OVC,null,2800.00,null,null,null,null
NYC,2025-02-02 21:51,-73.9693,40.7790,27.00,29.00,65.81,21.92,70.00,6.90,0.00,0.00,null,BKN,OVC,null,2700.00,null,null,null,null
NYC,2025-02-02 22:51,-73.9693,40.7790,27.00,29.00,65.81,21.12,60.00,8.05,0.00,0.00,null,OVC,null,null,2700.00,null,null,null,null
NYC,2025-02-02 23:49,-73.9693,40.7790,27.00,28.40,74.08,22.12,60.00,5.75,0.25,0.01,null,OVC,null,null,2300.00,null,null,null,null
NYC,2025-02-02 23:51,-73.9693,40.7790,27.00,29.00,74.77,22.83,50.00,5.75,0.25,0.01,null,OVC,null,null,2300.00,null,null,null,null
NYC,2025-02-03 00:02,-73.9693,40.7790,27.00,29.00,77.98,29.00,0.00,0.00,T,T,null,OVC,null,null,2100.00,null,null,null,null
NYC,2025-02-03 00:26,-73.9693,40.7790,27.00,29.00,77.98,23.92,50.00,4.60,0.25,0.01,null,OVC,null,null,1500.00,null,null,null,null
NYC,2025-02-03 00:35,-73.9693,40.7790,27.00,29.00,81.32,25.26,null,3.45,0.25,0.01,null,OVC,null,null,1500.00,null,null,null,null
NYC,2025-02-03 00:42,-73.9693,40.7790,27.00,29.00,81.32,25.26,null,3.45,0.25,0.01,null,OVC,null,null,1400.00,null,null,null,null
NYC,2025-02-03 00:51,-73.9693,40.7790,27.00,29.00,81.32,22.83,40.00,5.75,0.25,0.01,null,OVC,null,null,1300.00,null,null,null,null
NYC,2025-02-03 01:10,-73.9693,40.7790,27.00,29.00,81.32,22.83,40.00,5.75,0.25,0.01,null,OVC,null,null,1500.00,null,null,null,null
NYC,2025-02-03 01:22,-73.9693,40.7790,27.00,29.00,81.32,23.92,30.00,4.60,0.25,0.01,null,OVC,null,null,1500.00,null,null,null,null
NYC,2025-02-03 01:36,-73.9693,40.7790,27.00,29.00,84.79,29.00,0.00,0.00,0.76,0.03,null,OVC,null,null,1400.00,null,null,null,null
NYC,2025-02-03 01:44,-73.9693,40.7790,27.00,29.00,84.79,29.00,0.00,0.00,0.76,0.03,null,OVC,null,null,1400.00,null,null,null,null
NYC,2025-02-03 01:51,-73.9693,40.7790,27.00,29.00,84.79,29.00,0.00,0.00,0.76,0.03,null,OVC,null,null,1400.00,null,null,null,null
NYC,2025-02-03 02:14,-73.9693,40.7790,27.00,30.00,84.85,26.40,20.00,3.45,T,T,null,OVC,null,null,1400.00,null,null,null,null
NYC,2025-02-03 02:46,-73.9693,40.7790,27.00,30.20,86.28,30.20,0.00,0.00,0.51,0.02,null,SCT,OVC,null,700.00,null,null,null,null
NYC,2025-02-03 02:49,-73.9693,40.7790,27.00,30.20,86.28,26.63,300.00,3.45,0.51,0.02,null,BKN,OVC,null,700.00,null,null,null,null
NYC,2025-02-03 02:51,-73.9693,40.7790,27.00,30.00,88.44,30.00,0.00,0.00,0.51,0.02,null,BKN,OVC,null,700.00,null,null,null,null
NYC,2025-02-03 03:12,-73.9693,40.7790,27.00,30.00,88.44,26.40,310.00,3.45,0.25,0.01,null,SCT,OVC,null,500.00,null,null,null,null
NYC,2025-02-03 03:31,-73.9693,40.7790,27.00,31.00,84.92,31.00,0.00,0.00,0.51,0.02,null,OVC,null,null,1100.00,null,null,null,null
NYC,2025-02-03 03:51,-73.9693,40.7790,27.00,31.00,84.92,31.00,0.00,0.00,0.51,0.02,null,OVC,null,null,1000.00,null,null,null,null
NYC,2025-02-03 04:14,-73.9693,40.7790,27.00,31.00,84.92,31.00,0.00,0.00,0.25,0.01,null,OVC,null,null,1100.00,null,null,null,null
NYC,2025-02-03 04:28,-73.9693,40.7790,27.00,31.00,84.92,27.55,40.00,3.45,0.51,0.02,null,OVC,null,null,1100.00,null,null,null,null
NYC,2025-02-03 04:51,-73.9693,40.7790,27.00,31.00,88.48,31.00,0.00,0.00,0.51,0.02,null,OVC,null,null,1100.00,null,null,null,null
NYC,2025-02-03 05:29,-73.9693,40.7790,27.00,32.00,88.53,28.69,null,3.45,0.00,0.00,null,BKN,OVC,null,1500.00,null,null,null,null
NYC,2025-02-03 05:51,-73.9693,40.7790,27.00,32.00,88.53,32.00,0.00,0.00,0.00,0.00,null,BKN,OVC,null,1500.00,null,null,null,null
NYC,2025-02-03 06:29,-73.9693,40.7790,27.00,33.00,88.58,29.83,280.00,3.45,0.00,0.00,null,FEW,FEW,OVC,1600.00,null,null,null,null
NYC,2025-02-03 06:51,-73.9693,40.7790,27.00,34.00,85.11,30.97,null,3.45,0.00,0.00,null,OVC,null,null,5000.00,null,null,null,null
NYC,2025-02-03 07:51,-73.9693,40.7790,27.00,36.00,78.60,32.09,null,4.60,0.00,0.00,null,OVC,null,null,4500.00,null,null,null,null
NYC,2025-02-03 08:51,-73.9693,40.7790,27.00,33.00,85.04,33.00,0.00,0.00,0.00,0.00,null,BKN,null,null,6000.00,null,null,null,null
NYC,2025-02-03 09:51,-73.9693,40.7790,27.00,33.00,81.63,29.83,null,3.45,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-02-03 10:51,-73.9693,40.7790,27.00,33.00,81.63,28.59,null,4.60,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-02-03 11:51,-73.9693,40.7790,27.00,33.00,81.63,26.00,260.00,8.05,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-02-03 12:51,-73.9693,40.7790,27.00,34.00,78.43,29.76,250.00,4.60,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-02-03 13:51,-73.9693,40.7790,27.00,36.00,69.51,28.49,230.00,10.35,0.00,0.00,17.25,CLR,null,null,null,null,null,null,null
NYC,2025-02-03 14:51,-73.9693,40.7790,27.00,37.00,66.82,30.87,250.00,8.05,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-02-03 15:51,-73.9693,40.7790,27.00,39.00,64.37,39.00,0.00,0.00,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-02-03 16:51,-73.9693,40.7790,27.00,41.00,64.63,41.00,0.00,0.00,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-02-03 17:51,-73.9693,40.7790,27.00,43.00,57.44,39.46,260.00,5.75,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-02-03 18:51,-73.9693,40.7790,27.00,46.00,57.87,46.00,0.00,0.00,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-02-03 19:51,-73.9693,40.7790,27.00,47.00,53.52,47.00,0.00,0.00,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-02-03 20:51,-73.9693,40.7790,27.00,48.00,55.87,48.00,0.00,0.00,0.00,0.00,null,CLR,null,null,null,null,null,null,null
