station,valid,lon,lat,elevation,tmpf,relh,feel,drct,sped,p01m,p01i,gust_mph,skyc1,skyc2,skyc3,skyl1,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,snowdepth
NYC,2025-01-22 08:51,-73.9693,40.7790,27.00,12.00,43.49,0.40,300.00,8.05,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-01-22 09:51,-73.9693,40.7790,27.00,12.00,47.89,4.07,290.00,4.60,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-01-22 10:51,-73.9693,40.7790,27.00,12.00,45.64,0.40,340.00,8.05,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-01-22 11:51,-73.9693,40.7790,27.00,11.00,45.47,0.24,310.00,6.90,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-01-22 12:51,-73.9693,40.7790,27.00,11.00,47.71,null,null,null,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-01-22 13:51,-73.9693,40.7790,27.00,11.00,47.71,11.00,0.00,0.00,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-01-22 14:51,-73.9693,40.7790,27.00,13.00,43.67,0.71,360.00,9.20,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-01-22 15:51,-73.9693,40.7790,27.00,15.00,36.32,4.06,340.00,8.05,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-01-22 16:51,-73.9693,40.7790,27.00,18.00,35.13,null,null,null,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-01-22 17:51,-73.9693,40.7790,27.00,19.00,33.65,19.00,0.00,0.00,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-01-22 18:51,-73.9693,40.7790,27.00,19.00,30.55,19.00,0.00,0.00,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-01-22 19:51,-73.9693,40.7790,27.00,19.00,30.55,12.24,260.00,4.60,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-01-22 20:51,-73.9693,40.7790,27.00,19.00,29.10,13.83,270.00,3.45,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-01-22 21:51,-73.9693,40.7790,27.00,19.00,33.65,12.24,300.00,4.60,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-01-22 22:51,-73.9693,40.7790,27.00,19.00,32.07,12.24,280.00,4.60,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-01-22 23:51,-73.9693,40.7790,27.00,19.00,37.03,8.93,250.00,8.05,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-01-23 00:51,-73.9693,40.7790,27.00,19.00,35.31,9.87,270.00,6.90,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-01-23 01:51,-73.9693,40.7790,27.00,19.00,33.65,9.87,280.00,6.90,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-01-23 02:51,-73.9693,40.7790,27.00,19.00,35.31,8.10,260.00,9.20,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-01-23 03:51,-73.9693,40.7790,27.00,18.00,38.66,11.07,null,4.60,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-01-23 04:51,-73.9693,40.7790,27.00,18.00,40.54,9.77,null,5.75,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-01-23 05:51,-73.9693,40.7790,27.00,17.00,46.51,8.58,270.00,5.75,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-01-23 06:51,-73.9693,40.7790,27.00,18.00,40.54,11.07,280.00,4.60,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-01-23 07:51,-73.9693,40.7790,27.00,18.00,44.55,12.68,290.00,3.45,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-01-23 08:51,-73.9693,40.7790,27.00,18.00,44.55,11.07,260.00,4.60,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-01-23 09:51,-73.9693,40.7790,27.00,19.00,42.67,12.24,260.00,4.60,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-01-23 10:51,-73.9693,40.7790,27.00,18.00,48.91,11.07,null,4.60,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-01-23 11:51,-73.9693,40.7790,27.00,18.00,51.23,18.00,0.00,0.00,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-01-23 12:51,-73.9693,40.7790,27.00,20.00,49.24,20.00,0.00,0.00,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-01-23 13:51,-73.9693,40.7790,27.00,21.00,54.12,16.11,null,3.45,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-01-23 14:51,-73.9693,40.7790,27.00,21.00,49.41,12.28,280.00,6.90,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-01-23 15:51,-73.9693,40.7790,27.00,22.00,47.36,13.49,null,6.90,0.00,0.00,null,OVC,null,null,3000.00,null,null,null,null
NYC,2025-01-23 16:51,-73.9693,40.7790,27.00,25.00,39.89,18.08,270.00,5.75,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-01-23 17:51,-73.9693,40.7790,27.00,27.00,38.44,20.46,null,5.75,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-01-23 18:51,-73.9693,40.7790,27.00,27.00,42.11,20.46,250.00,5.75,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-01-23 19:51,-73.9693,40.7790,27.00,27.00,30.49,18.68,240.00,8.05,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-01-23 20:51,-73.9693,40.7790,27.00,27.00,29.09,19.51,270.00,6.90,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-01-23 21:51,-73.9693,40.7790,27.00,27.00,30.49,19.51,260.00,6.90,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-01-23 22:51,-73.9693,40.7790,27.00,26.00,34.89,19.27,260.00,5.75,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-01-23 23:51,-73.9693,40.7790,27.00,26.00,36.54,19.27,260.00,5.75,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-01-24 00:51,-73.9693,40.7790,27.00,26.00,36.54,20.41,260.00,4.60,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-01-24 01:51,-73.9693,40.7790,27.00,26.00,36.54,16.72,260.00,9.20,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-01-24 02:51,-73.9693,40.7790,27.00,25.00,39.89,null,null,null,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-01-24 03:51,-73.9693,40.7790,27.00,24.00,45.58,null,null,null,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-01-24 04:51,-73.9693,40.7790,27.00,25.00,43.71,20.69,null,3.45,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-01-24 05:51,-73.9693,40.7790,27.00,24.00,47.70,24.00,0.00,0.00,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-01-24 06:51,-73.9693,40.7790,27.00,24.00,47.70,19.54,null,3.45,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-01-24 07:51,-73.9693,40.7790,27.00,24.00,47.70,24.00,0.00,0.00,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-01-24 08:51,-73.9693,40.7790,27.00,23.00,49.74,null,null,null,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-01-24 09:51,-73.9693,40.7790,27.00,23.00,52.04,16.91,null,4.60,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-01-24 10:51,-73.9693,40.7790,27.00,24.00,52.20,18.08,null,4.60,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-01-24 11:51,-73.9693,40.7790,27.00,24.00,52.20,18.08,null,4.60,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-01-24 12:51,-73.9693,40.7790,27.00,23.00,56.93,16.91,null,4.60,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-01-24 13:51,-73.9693,40.7790,27.00,25.00,54.75,13.62,280.00,12.65,0.00,0.00,17.25,CLR,null,null,null,null,null,null,null
NYC,2025-01-24 14:51,-73.9693,40.7790,27.00,27.00,50.39,16.70,270.00,11.50,0.00,0.00,18.40,CLR,null,null,null,null,null,null,null
NYC,2025-01-24 15:51,-73.9693,40.7790,27.00,29.00,44.40,21.12,280.00,8.05,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-01-24 16:51,-73.9693,40.7790,27.00,30.00,38.96,25.08,null,4.60,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-01-24 17:51,-73.9693,40.7790,27.00,31.00,37.41,24.33,null,6.90,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-01-24 18:51,-73.9693,40.7790,27.00,32.00,35.93,24.78,260.00,8.05,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-01-24 19:51,-73.9693,40.7790,27.00,32.00,34.34,25.53,300.00,6.90,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-01-24 20:51,-73.9693,40.7790,27.00,32.00,34.34,28.69,280.00,3.45,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-01-24 21:51,-73.9693,40.7790,27.00,32.00,32.81,27.42,null,4.60,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-01-24 22:51,-73.9693,40.7790,27.00,31.00,35.76,31.00,0.00,0.00,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-01-24 23:51,-73.9693,40.7790,27.00,30.00,37.24,26.40,null,3.45,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-01-25 00:51,-73.9693,40.7790,27.00,29.00,40.58,23.92,null,4.60,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-01-25 01:51,-73.9693,40.7790,27.00,28.00,40.41,24.12,null,3.45,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-01-25 02:51,-73.9693,40.7790,27.00,28.00,38.61,28.00,0.00,0.00,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-01-25 03:51,-73.9693,40.7790,27.00,27.00,42.11,27.00,0.00,0.00,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-01-25 04:51,-73.9693,40.7790,27.00,27.00,40.24,22.97,310.00,3.45,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-01-25 05:51,-73.9693,40.7790,27.00,26.00,41.94,26.00,0.00,0.00,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-01-25 06:51,-73.9693,40.7790,27.00,26.00,45.92,20.41,300.00,4.60,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-01-25 07:51,-73.9693,40.7790,27.00,25.00,45.75,25.00,0.00,0.00,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-01-25 08:51,-73.9693,40.7790,27.00,25.00,47.86,20.69,null,3.45,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-01-25 09:51,-73.9693,40.7790,27.00,24.00,49.90,19.54,290.00,3.45,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-01-25 10:51,-73.9693,40.7790,27.00,23.00,49.74,15.71,270.00,5.75,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-01-25 11:51,-73.9693,40.7790,27.00,21.00,54.12,16.11,260.00,3.45,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-01-25 12:51,-73.9693,40.7790,27.00,21.00,51.72,11.37,280.00,8.05,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-01-25 13:51,-73.9693,40.7790,27.00,22.00,49.57,12.59,260.00,8.05,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-01-25 14:51,-73.9693,40.7790,27.00,23.00,45.41,15.71,null,5.75,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-01-25 15:51,-73.9693,40.7790,27.00,25.00,41.76,16.25,250.00,8.05,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-01-25 16:51,-73.9693,40.7790,27.00,27.00,38.44,20.46,null,5.75,0.00,0.00,null,OVC,null,null,12000.00,null,null,null,null
NYC,2025-01-25 17:51,-73.9693,40.7790,27.00,29.00,38.79,null,null,null,0.00,0.00,null,OVC,null,null,11000.00,null,null,null,null
NYC,2025-01-25 18:51,-73.9693,40.7790,27.00,30.00,37.24,24.02,null,5.75,0.00,0.00,18.40,CLR,null,null,null,null,null,null,null
NYC,2025-01-25 19:51,-73.9693,40.7790,27.00,30.00,35.58,20.46,240.00,11.50,0.00,0.00,16.10,BKN,null,null,10000.00,null,null,null,null
NYC,2025-01-25 20:51,-73.9693,40.7790,27.00,31.00,32.64,22.88,250.00,9.20,0.00,0.00,null,BKN,null,null,9000.00,null,null,null,null
NYC,2025-01-25 21:51,-73.9693,40.7790,27.00,31.00,32.64,23.56,250.00,8.05,0.00,0.00,null,OVC,null,null,8500.00,null,null,null,null
NYC,2025-01-25 22:51,-73.9693,40.7790,27.00,31.00,37.41,25.21,null,5.75,0.00,0.00,null,BKN,OVC,null,8000.00,null,null,null,null
NYC,2025-01-25 23:51,-73.9693,40.7790,27.00,31.00,37.41,23.56,250.00,8.05,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-01-26 00:51,-73.9693,40.7790,27.00,31.00,37.41,25.21,240.00,5.75,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-01-26 01:51,-73.9693,40.7790,27.00,32.00,42.96,23.51,230.00,10.35,0.00,0.00,23.00,CLR,null,null,null,null,null,null,null
NYC,2025-01-26 02:51,-73.9693,40.7790,27.00,32.00,44.90,null,null,null,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-01-26 03:51,-73.9693,40.7790,27.00,32.00,49.02,25.53,null,6.90,0.00,0.00,null,FEW,null,null,6000.00,null,null,null,null
NYC,2025-01-26 04:51,-73.9693,40.7790,27.00,32.00,51.20,27.42,220.00,4.60,0.00,0.00,null,FEW,null,null,5500.00,null,null,null,null
NYC,2025-01-26 05:51,-73.9693,40.7790,27.00,31.00,53.31,null,null,null,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-01-26 06:51,-73.9693,40.7790,27.00,32.00,51.20,24.78,240.00,8.05,0.00,0.00,null,BKN,null,null,8000.00,null,null,null,null
NYC,2025-01-26 07:51,-73.9693,40.7790,27.00,32.00,53.46,24.78,220.00,8.05,0.00,0.00,null,OVC,null,null,8000.00,null,null,null,null
NYC,2025-01-26 08:51,-73.9693,40.7790,27.00,32.00,55.82,26.40,null,5.75,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-01-26 09:51,-73.9693,40.7790,27.00,32.00,53.46,26.40,null,5.75,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-01-26 10:51,-73.9693,40.7790,27.00,32.00,55.82,26.40,null,5.75,0.00,0.00,null,FEW,null,null,6500.00,null,null,null,null
NYC,2025-01-26 11:51,-73.9693,40.7790,27.00,31.00,58.12,24.33,290.00,6.90,0.00,0.00,null,SCT,null,null,7500.00,null,null,null,null
NYC,2025-01-26 12:51,-73.9693,40.7790,27.00,33.00,51.36,26.00,270.00,8.05,0.00,0.00,null,BKN,null,null,6500.00,null,null,null,null
NYC,2025-01-26 13:51,-73.9693,40.7790,27.00,34.00,49.34,28.77,260.00,5.75,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-01-26 14:51,-73.9693,40.7790,27.00,38.00,43.97,29.26,280.00,14.95,0.00,0.00,25.30,CLR,null,null,null,null,null,null,null
NYC,2025-01-26 15:51,-73.9693,40.7790,27.00,39.00,38.78,32.22,270.00,10.35,0.00,0.00,19.55,CLR,null,null,null,null,null,null,null
NYC,2025-01-26 16:51,-73.9693,40.7790,27.00,40.00,37.30,35.90,null,5.75,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-01-26 17:51,-73.9693,40.7790,27.00,41.00,34.35,34.70,250.00,10.35,0.00,0.00,null,FEW,null,null,6000.00,null,null,null,null
NYC,2025-01-26 18:51,-73.9693,40.7790,27.00,42.00,30.28,null,null,null,0.00,0.00,null,FEW,null,null,6500.00,null,null,null,null
NYC,2025-01-26 19:51,-73.9693,40.7790,27.00,42.00,28.97,36.97,270.00,8.05,0.00,0.00,20.70,OVC,null,null,7000.00,null,null,null,null
NYC,2025-01-26 20:51,-73.9693,40.7790,27.00,42.00,31.64,35.95,310.00,10.35,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-01-26 21:51,-73.9693,40.7790,27.00,41.00,34.35,37.93,300.00,4.60,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-01-26 22:51,-73.9693,40.7790,27.00,40.00,37.30,36.76,280.00,4.60,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-01-26 23:51,-73.9693,40.7790,27.00,38.00,42.11,34.43,null,4.60,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-01-27 00:51,-73.9693,40.7790,27.00,37.00,43.80,33.26,280.00,4.60,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-01-27 01:51,-73.9693,40.7790,27.00,37.00,43.80,34.40,300.00,3.45,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-01-27 02:51,-73.9693,40.7790,27.00,35.00,43.47,30.92,280.00,4.60,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-01-27 03:51,-73.9693,40.7790,27.00,35.00,39.82,35.00,0.00,0.00,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-01-27 04:51,-73.9693,40.7790,27.00,36.00,35.03,32.09,270.00,4.60,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-01-27 05:51,-73.9693,40.7790,27.00,35.00,39.82,29.96,null,5.75,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-01-27 06:51,-73.9693,40.7790,27.00,34.00,41.44,null,null,null,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-01-27 07:51,-73.9693,40.7790,27.00,35.00,39.82,29.96,null,5.75,0.00,0.00,null,FEW,null,null,12000.00,null,null,null,null
NYC,2025-01-27 08:51,-73.9693,40.7790,27.00,35.00,39.82,28.44,240.00,8.05,0.00,0.00,19.55,SCT,null,null,12000.00,null,null,null,null
NYC,2025-01-27 09:51,-73.9693,40.7790,27.00,34.00,41.44,28.77,240.00,5.75,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-01-27 10:51,-73.9693,40.7790,27.00,33.00,43.13,28.59,null,4.60,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-01-27 11:51,-73.9693,40.7790,27.00,32.00,41.10,27.42,280.00,4.60,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-01-27 12:51,-73.9693,40.7790,27.00,31.00,42.79,22.27,280.00,10.35,0.00,0.00,17.25,CLR,null,null,null,null,null,null,null
NYC,2025-01-27 13:51,-73.9693,40.7790,27.00,32.00,41.10,26.40,null,5.75,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-01-27 14:51,-73.9693,40.7790,27.00,33.00,37.76,26.73,null,6.90,0.00,0.00,18.40,CLR,null,null,null,null,null,null,null
NYC,2025-01-27 15:51,-73.9693,40.7790,27.00,35.00,34.86,29.96,null,5.75,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-01-27 16:51,-73.9693,40.7790,27.00,37.00,32.20,30.87,240.00,8.05,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-01-27 17:51,-73.9693,40.7790,27.00,37.00,32.20,null,null,null,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-01-27 18:51,-73.9693,40.7790,27.00,39.00,29.77,34.71,null,5.75,0.00,0.00,23.00,CLR,null,null,null,null,null,null,null
NYC,2025-01-27 19:51,-73.9693,40.7790,27.00,40.00,27.38,33.97,230.00,9.20,0.00,0.00,18.40,CLR,null,null,null,null,null,null,null
NYC,2025-01-27 20:51,-73.9693,40.7790,27.00,40.00,23.91,40.00,0.00,0.00,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-01-27 21:51,-73.9693,40.7790,27.00,39.00,21.66,32.74,240.00,9.20,0.00,0.00,17.25,CLR,null,null,null,null,null,null,null
NYC,2025-01-27 22:51,-73.9693,40.7790,27.00,39.00,21.66,33.31,220.00,8.05,0.00,0.00,20.70,CLR,null,null,null,null,null,null,null
NYC,2025-01-27 23:51,-73.9693,40.7790,27.00,38.00,24.69,34.43,250.00,4.60,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-01-28 00:51,-73.9693,40.7790,27.00,39.00,23.75,33.96,null,6.90,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-01-28 01:51,-73.9693,40.7790,27.00,39.00,34.01,35.59,null,4.60,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-01-28 02:51,-73.9693,40.7790,27.00,37.00,40.16,31.55,null,6.90,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-01-28 03:51,-73.9693,40.7790,27.00,37.00,45.73,30.27,220.00,9.20,0.00,0.00,33.35,CLR,null,null,null,null,null,null,null
NYC,2025-01-28 04:51,-73.9693,40.7790,27.00,38.00,45.90,null,null,null,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-01-28 05:51,-73.9693,40.7790,27.00,37.00,43.80,30.87,250.00,8.05,0.00,0.00,24.15,CLR,null,null,null,null,null,null,null
NYC,2025-01-28 06:51,-73.9693,40.7790,27.00,38.00,35.37,30.05,240.00,12.65,0.00,0.00,23.00,CLR,null,null,null,null,null,null,null
NYC,2025-01-28 07:51,-73.9693,40.7790,27.00,38.00,33.84,30.97,240.00,10.35,0.00,0.00,19.55,CLR,null,null,null,null,null,null,null
NYC,2025-01-28 08:51,-73.9693,40.7790,27.00,38.00,30.96,null,null,null,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-01-28 09:51,-73.9693,40.7790,27.00,37.00,30.79,null,null,null,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-01-28 10:51,-73.9693,40.7790,27.00,38.00,32.37,30.97,240.00,10.35,0.00,0.00,23.00,OVC,null,null,7000.00,null,null,null,null
NYC,2025-01-28 11:51,-73.9693,40.7790,27.00,38.00,35.37,31.50,250.00,9.20,0.00,0.00,31.05,OVC,null,null,7000.00,null,null,null,null
NYC,2025-01-28 12:51,-73.9693,40.7790,27.00,37.00,41.95,null,null,null,0.00,0.00,null,FEW,BKN,null,4700.00,null,null,null,null
NYC,2025-01-28 13:51,-73.9693,40.7790,27.00,38.00,42.11,30.49,240.00,11.50,0.00,0.00,32.20,BKN,null,null,5000.00,null,null,null,null
NYC,2025-01-28 14:51,-73.9693,40.7790,27.00,40.00,42.45,33.00,280.00,11.50,0.00,0.00,23.00,BKN,null,null,5000.00,null,null,null,null
NYC,2025-01-28 15:51,-73.9693,40.7790,27.00,40.00,42.45,30.85,290.00,18.40,0.00,0.00,37.95,FEW,BKN,BKN,4600.00,null,null,null,null
NYC,2025-01-28 16:51,-73.9693,40.7790,27.00,42.00,30.28,36.43,290.00,9.20,0.00,0.00,28.75,FEW,null,null,6000.00,null,null,null,null
NYC,2025-01-28 17:51,-73.9693,40.7790,27.00,40.00,32.71,31.15,300.00,17.25,0.00,0.00,33.35,CLR,null,null,null,null,null,null,null
NYC,2025-01-28 18:51,-73.9693,40.7790,27.00,39.00,34.01,31.75,300.00,11.50,0.00,0.00,31.05,FEW,null,null,6500.00,null,null,null,null
NYC,2025-01-28 19:51,-73.9693,40.7790,27.00,38.00,30.96,30.05,310.00,12.65,0.00,0.00,25.30,CLR,null,null,null,null,null,null,null
NYC,2025-01-28 20:51,-73.9693,40.7790,27.00,37.00,32.20,null,null,null,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-01-28 21:51,-73.9693,40.7790,27.00,36.00,32.03,30.35,null,6.90,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-01-28 22:51,-73.9693,40.7790,27.00,35.00,34.86,35.00,0.00,0.00,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-01-28 23:51,-73.9693,40.7790,27.00,33.00,39.48,29.83,80.00,3.45,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-01-29 00:51,-73.9693,40.7790,27.00,33.00,39.48,33.00,0.00,0.00,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-01-29 01:51,-73.9693,40.7790,27.00,36.00,36.62,32.09,null,4.60,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-01-29 02:51,-73.9693,40.7790,27.00,35.00,41.61,30.92,140.00,4.60,0.00,0.00,null,BKN,null,null,8000.00,null,null,null,null
NYC,2025-01-29 03:51,-73.9693,40.7790,27.00,36.00,45.57,36.00,0.00,0.00,0.00,0.00,null,FEW,OVC,null,7500.00,null,null,null,null
NYC,2025-01-29 04:51,-73.9693,40.7790,27.00,37.00,47.74,30.87,180.00,8.05,0.00,0.00,null,OVC,null,null,10000.00,null,null,null,null
NYC,2025-01-29 05:51,-73.9693,40.7790,27.00,40.00,48.22,40.00,0.00,0.00,0.00,0.00,null,BKN,null,null,10000.00,null,null,null,null
NYC,2025-01-29 06:51,-73.9693,40.7790,27.00,40.00,46.23,36.76,null,4.60,0.00,0.00,null,OVC,null,null,8000.00,null,null,null,null
NYC,2025-01-29 07:51,-73.9693,40.7790,27.00,38.00,49.98,33.52,null,5.75,0.00,0.00,16.10,BKN,null,null,9500.00,null,null,null,null
NYC,2025-01-29 08:51,-73.9693,40.7790,27.00,39.00,46.06,32.74,240.00,9.20,0.00,0.00,19.55,OVC,null,null,7000.00,null,null,null,null
NYC,2025-01-29 09:51,-73.9693,40.7790,27.00,39.00,46.06,33.31,240.00,8.05,0.00,0.00,19.55,CLR,null,null,null,null,null,null,null
NYC,2025-01-29 10:51,-73.9693,40.7790,27.00,41.00,42.62,35.75,230.00,8.05,0.00,0.00,18.40,CLR,null,null,null,null,null,null,null
NYC,2025-01-29 11:51,-73.9693,40.7790,27.00,41.00,44.47,34.25,230.00,11.50,0.00,0.00,23.00,CLR,null,null,null,null,null,null,null
NYC,2025-01-29 12:51,-73.9693,40.7790,27.00,41.00,44.47,35.20,230.00,9.20,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-01-29 13:51,-73.9693,40.7790,27.00,42.00,44.63,36.43,240.00,9.20,0.00,0.00,20.70,CLR,null,null,null,null,null,null,null
NYC,2025-01-29 14:51,-73.9693,40.7790,27.00,45.00,39.79,40.63,240.00,8.05,0.00,0.00,21.85,SCT,null,null,8000.00,null,null,null,null
NYC,2025-01-29 15:51,-73.9693,40.7790,27.00,47.00,38.48,41.78,250.00,11.50,0.00,0.00,24.15,CLR,null,null,null,null,null,null,null
NYC,2025-01-29 16:51,-73.9693,40.7790,27.00,50.00,34.39,50.00,250.00,9.20,0.00,0.00,36.80,FEW,null,null,6500.00,null,null,null,null
NYC,2025-01-29 17:51,-73.9693,40.7790,27.00,50.00,34.39,50.00,null,null,0.00,0.00,null,BKN,null,null,7000.00,null,null,null,null
